,Associated names,Authority,Bibliography,Culture/period,Curator's comments,Date,Denomination,Description,Inscriptions,Materials,Museum number,Object type,Production place,State,Subjects,Weight (g)
468,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 276/7,Roman Provincial,,12BC-14,semis,"Copper alloy coin.(obverse) Head of Augustus, laureate, right","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L AVFID PANSA SEX POMP NIGRO', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.132",coin,Minted in: Celsa,Roman Empire,emperor/empress,5.75
469,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 276/6,Roman Provincial,,12BC-14,semis,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'[AVGVSTVS] DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L AVFID PANSA SEX POMP NIGRO', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1886,0605.17",coin,Minted in: Celsa,Roman Empire,emperor/empress,7.94
470,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 275/3,Roman Provincial,,12BC-14 (about),quadrans,"Copper alloy coin.(obverse) Head of Augustus, laureate, right","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L BAGGIO MN FESTO II VIR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.134",coin,Minted in: Celsa,Roman Empire,emperor/empress,2.72
471,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 275/2,Roman Provincial,,12BC-14 (about),quadrans,"Copper alloy coin.(obverse) Head of Augustus, laureate, right","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L BAGGIO MN FESTO II VIR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1921,1002.5",coin,Minted in: Celsa,Roman Empire,emperor/empress,3.51
472,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 274/7,Roman Provincial,,12BC-14 (about),semis,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L BAGGIO MN FLAVIO FESTO', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.133",coin,Minted in: Celsa,Roman Empire,emperor/empress,5.57
473,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/89,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1859,1230.1",coin,Minted in: Celsa,Roman Empire,mammal,10.19
474,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/82,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.130",coin,Minted in: Celsa,Roman Empire,mammal,12.01
475,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/88,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1841,0730.121",coin,Minted in: Celsa,Roman Empire,mammal,12.42
476,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/87,Roman Provincial,,12BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'[AVGVSTVS] DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1846,0630.20",coin,Minted in: Celsa,Roman Empire,mammal,13.89
477,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/85,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1909,0504.143",coin,Minted in: Celsa,Roman Empire,mammal,13.38
478,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/86,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1909,0504.142",coin,Minted in: Celsa,Roman Empire,mammal,10.84
479,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/84,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1919,0213.1253",coin,Minted in: Celsa,Roman Empire,mammal,14.04
480,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 273/83,Roman Provincial,,12BC-14 (about),as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'C V I CEL L BAGGIO MN FESTO II VIR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1921,1002.4",coin,Minted in: Celsa,Roman Empire,mammal,14.12
481,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 271/34,Roman Provincial,,17BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1866,1201.3954",coin,Minted in: Celsa,Roman Empire,mammal,11.66
482,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 271/33,Roman Provincial,,17BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1909,0504.140",coin,Minted in: Celsa,Roman Empire,mammal,11.89
483,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 271/32,Roman Provincial,,17BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, bare, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.139",coin,Minted in: Celsa,Roman Empire,mammal,12.55
484,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/50,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS C V I CELSA', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1955,1107.72",coin,Minted in: Celsa,Roman Empire,mammal,13.2
485,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/49,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS C V I CELSA', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1937,0508.72.B",coin,Minted in: Celsa,Roman Empire,mammal,14.16
486,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/7,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVS C V I CELS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1921,1002.2",coin,Minted in: Celsa,Roman Empire,mammal,13.91
487,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/26,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVST C V I CELS', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1921,1002.3",coin,Minted in: Celsa,Roman Empire,mammal,12.09
488,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/71,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS C V I CELSA', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1928,1004.27",coin,Minted in: Celsa,Roman Empire,mammal,11.69
489,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/70,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS C V I CELSA', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1909,0504.141",coin,Minted in: Celsa,Roman Empire,mammal,12.44
490,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 270/69,Roman Provincial,,27BC-14,as,"Copper alloy coin.(obverse) Bare head of Augustus, right, within wreath. Countermark.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS C V I CELSA', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'L COR TERR M IVNI HISP II VIR', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1928,1004.22",coin,Minted in: Celsa,Roman Empire,mammal,16.18
491,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 260/75,Roman Provincial,,27BC-14,unit (?),"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Content': u'IMP AVGVST DIVI F', u'Inscription Script': u'Latin', u'Inscription Language': u'Latin', u'Inscription Comment': u'inscription starts top left rather than bottom right', u'Inscription Position': u'obverse', u'Inscription Type': u'inscription'}]",copper alloy,"1928,1004.20",coin,Minted in: Ilerda,Roman Empire,mammal,8.7
492,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 260/51,Roman Provincial,,27BC-14,unit (?),"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP AVGVST DIVI F', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1928,1004.19",coin,Minted in: Ilerda,Roman Empire,mammal,6.27
493,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 260/49,Roman Provincial,,27BC-14,unit (?),"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP AVGVST DIVI [F]', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1955,1107.37",coin,Minted in: Ilerda,Roman Empire,mammal,6.25
494,Named in inscription & portrayed: Tiberius,Ruler:  Augustus (Octavian),RPC1 215/17,Roman Provincial,,4-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP CAES AVG TR POT PON MAX P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1840,1226.319",coin,Minted in: Tarraco,Roman Empire,emperor/empress,8.04
495,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),RPC1 210/19,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Laureate head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP CAES AVG TR POT PON MAX P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1915,0407.18",coin,Minted in: Tarraco,Roman Empire,royal/imperial,5.38
496,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),RPC1 210/18,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Laureate head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP CAES AVG TR POT PON MAX P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1914,0905.250",coin,Minted in: Tarraco,Roman Empire,royal/imperial,6.39
497,Named in inscription & portrayed: Gaius Caesar,Ruler:  Augustus (Octavian),RPC1 210/17,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Laureate head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'IMP CAES AVG TR POT PON MAX P P', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1909,0504.187",coin,Minted in: Tarraco,Roman Empire,royal/imperial,6.84
498,Named in inscription & portrayed: Augustus (Octavian),Governor:  Publius Quinctilius Varus,RPC1 4451/4,Roman Provincial,,27BC-14,,"Copper alloy coin.(obverse) Bare head of Augustus, right.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'PVAR', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'countermark'}, {u'Inscription Content': u'[ΓΑΒΑΛΕΩΝ]', u'Inscription Transliteration': u'GABALEON', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'reverse'}, {u'Inscription Content': u'[ΓΚ(?)] Ϟ', u'Inscription Transliteration': u'GK(?) Q', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'reverse', u'Inscription Comment': u'left field'}]",copper alloy,"1980,0210.1",coin,Minted in: Gabala,Roman Empire,emperor/empress,7.68
499,Named in inscription & portrayed: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 393/5,Roman Provincial,,2BC-14,as,"Copper alloy coin.(obverse) Head of Augustus, laureate, left.","[{u'Inscription Script': u'Latin', u'Inscription Content': u'AVGVSTVS DIVI F PATER PATRIAE', u'Inscription Position': u'obverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}, {u'Inscription Script': u'Latin', u'Inscription Content': u'MVN AVGVSTA BILBILIS M SEMP TIBERI L LICI VARO', u'Inscription Position': u'reverse', u'Inscription Language': u'Latin', u'Inscription Type': u'inscription'}]",copper alloy,"1928,1004.45",coin,Minted in: Bilbilis,Roman Empire,emperor/empress,12.25
500,Portrait of: Augustus (Octavian),Ruler:  Augustus (Octavian),RPC1 2775/1,Roman Provincial,,27BC-14,drachm,"Silver coin.(obverse) Laureate head right, probably of Augustus.","[{u'Inscription Content': u'ΕΥΜΕΝΗΣ', u'Inscription Transliteration': u'EUMENES', u'Inscription Script': u'Greek', u'Inscription Language': u'Greek', u'Inscription Type': u'inscription', u'Inscription Position': u'obverse'}]",silver,"1979,0101.1081",coin,Minted in: Stratoniceia (archaic),Roman Empire,equestrian,2.81
